,open,high,low,close,volume
2020-06-04,212.27,213.04,200.01,204.0,710795
2020-06-05,213.46,218.19,204.18,205.06,730408
2020-06-08,205.48,206.43,199.33,200.45,475940
2020-06-09,197.55,199.63,194.56,195.44,452314
2020-06-10,196.06,202.24,193.73,198.15,446989
2020-06-11,190.0,194.46,186.7,191.02,502994
2020-06-12,198.25,198.55,189.71,196.09,406762
2020-06-15,190.42,193.7,186.79,193.1,374665
2020-06-16,200.94,200.94,189.91,196.88,345072
2020-06-17,198.22,199.95,193.68,198.39,481234
2020-06-18,197.98,205.36,195.81,200.45,646893
2020-06-19,203.01,206.07,194.27,196.01,590018
2020-06-22,196.01,201.19,194.09,200.73,296366
2020-06-23,203.72,204.18,198.34,202.14,319477
2020-06-24,201.51,205.01,193.26,194.52,498110
2020-06-25,192.67,196.88,191.44,193.06,299372
2020-06-26,191.38,192.56,184.63,186.11,441607
2020-06-29,187.87,196.64,186.33,194.67,370254
2020-06-30,193.61,197.9,193.01,196.39,285823
2020-07-01,197.18,199.44,192.65,194.35,338422
2020-07-02,198.69,201.02,193.17,194.2,223034
2020-07-06,198.99,199.08,192.86,194.9,308333
2020-07-07,192.49,194.13,188.62,189.1,302192
2020-07-08,189.66,193.46,189.3,193.36,246618
2020-07-09,195.45,196.59,184.21,190.02,448131
2020-07-10,191.3,196.24,189.69,196.04,260054
2020-07-13,198.03,200.15,192.0,193.74,289950
2020-07-14,192.69,198.71,188.81,198.43,325670
2020-07-15,204.19,207.85,199.36,201.95,432422
2020-07-16,202.0,203.49,200.16,202.68,326958
2020-07-17,202.72,203.99,198.67,201.35,238932
2020-07-20,200.09,201.46,194.31,196.27,268596
2020-07-21,198.39,202.93,197.39,201.3,316206
2020-07-22,204.97,208.8608,202.94,206.44,461170
2020-07-23,204.56,210.395,204.4,206.45,409712
2020-07-24,206.73,209.12,204.61,205.78,288331
2020-07-27,206.12,213.5,205.93,211.12,469722
2020-07-28,210.03,213.81,208.85,210.62,350779
2020-07-29,212.19,220.36,211.46,218.83,405680
2020-07-30,215.28,219.81,212.77,214.15,454656
2020-07-31,198.23,215.1,196.21,209.25,593111
2020-08-03,210.79,210.79,204.4501,206.62,395326
2020-08-04,205.31,207.09,202.84,205.46,589829
2020-08-05,206.97,214.325,205.61,211.46,281456
2020-08-06,210.49,210.49,204.01,206.51,271825
2020-08-07,206.0,210.63,204.01,210.56,217162
2020-08-10,211.99,221.1943,211.47,218.5,439870
2020-08-11,220.78,225.7,220.12,223.32,407488
2020-08-12,224.85,225.32,220.79,220.87,389007
2020-08-13,219.24,219.98,215.88,217.9,195980
2020-08-14,216.71,218.775,215.37,215.71,237985
2020-08-17,217.39,217.39,210.38,212.16,408088
2020-08-18,212.75,213.42,208.86,210.83,361211
2020-08-19,211.08,211.94,207.345,207.7,248135
2020-08-20,205.73,211.2,203.88,207.76,224182
2020-08-21,208.06,210.03,205.7,209.39,150454
2020-08-24,209.86,212.215,207.33,209.28,286828
2020-08-25,210.21,211.32,206.091,209.74,429916
2020-08-26,209.74,212.22,208.98,211.59,240792
2020-08-27,213.25,215.0915,210.3,210.82,182928
2020-08-28,213.07,213.07,207.47,210.39,179333
2020-08-31,210.5,210.5,203.42,203.87,310588
2020-09-01,203.94,210.075,202.28,209.97,273460
2020-09-02,212.49,212.5,205.68,207.63,251128
2020-09-03,207.52,207.52,196.755,198.24,300854
2020-09-04,200.3,201.315,193.83,197.08,308850
2020-09-08,194.21,203.88,192.58,199.89,343054
2020-09-09,201.79,204.03,199.07,202.97,266056
2020-09-10,204.44,205.775,197.7,198.29,317025
2020-09-11,201.24,203.96,198.6,203.21,384284
2020-09-14,205.08,208.965,204.455,208.19,236784
2020-09-15,209.37,214.66,208.5,214.43,402498
2020-09-16,216.84,222.82,215.4034,219.39,462057
2020-09-17,215.39,218.51,212.14,213.33,374043
2020-09-18,215.49,215.49,205.54,208.91,464815
2020-09-21,204.64,207.22,202.17,207.05,291654
2020-09-22,208.16,214.0,206.91,213.67,288849
2020-09-23,214.72,223.24,213.71,214.51,609454
2020-09-24,214.31,219.8,209.9,217.65,262628
2020-09-25,216.02,218.0399,213.11,215.21,253985
2020-09-28,217.23,221.77,217.23,219.27,235984
2020-09-29,218.28,219.635,214.2,217.91,239851
2020-09-30,218.58,221.63,217.54,220.01,332218
2020-10-01,222.65,238.0,221.94,235.6,802881
2020-10-02,229.76,238.47,229.76,237.38,307535
2020-10-05,238.19,239.59,232.81,238.5,237337
2020-10-06,240.11,240.32,233.84,234.97,345641
2020-10-07,239.05,242.41,237.87,240.34,306053
2020-10-08,243.33,247.0307,240.6901,245.26,300572
2020-10-09,247.8,251.52,245.29,251.21,325170
2020-10-12,256.45,257.8789,251.98,253.34,345203
2020-10-13,250.49,254.13,248.0,253.63,406764
2020-10-14,254.12,257.54,253.9388,256.1,336682
2020-10-15,254.01,262.85,251.35,262.1,293992
2020-10-16,261.88,266.68,259.8622,262.32,584193
2020-10-19,263.8,267.1,247.01,253.0,743682
2020-10-20,253.82,256.28,249.36,249.52,339190
2020-10-21,251.51,252.49,245.44,247.64,300567
2020-10-22,251.23,251.23,244.0,247.72,335989
2020-10-23,247.94,256.49,244.28,255.21,449025
2020-10-26,255.0,261.98,253.09,261.8,348526
2020-10-27,261.91,263.91,257.71,262.03,449219
2020-10-28,256.0,258.3875,246.87,250.21,362870
2020-10-29,249.37,258.91,248.69,257.77,461368
2020-10-30,261.85,262.19,246.82,253.37,645556
2020-11-02,253.55,256.67,251.03,254.9,380211
2020-11-03,258.83,258.83,248.65,251.59,407496
2020-11-04,250.79,261.26,250.16,261.06,328866
2020-11-05,262.86,280.8,262.505,278.57,624403
2020-11-06,280.2,280.2,269.46,270.29,485285
2020-11-09,282.55,285.28,254.01,254.76,656291
2020-11-10,255.69,257.54,240.86,251.53,676083
2020-11-11,253.15,260.9,250.37,253.62,323252
2020-11-12,253.42,255.4519,243.96,248.25,466998
2020-11-13,251.21,254.75,248.31,251.1,356834
2020-11-16,253.0,253.43,242.43,249.86,617191
2020-11-17,250.53,256.54,247.62,254.32,285605
2020-11-18,254.42,258.23,251.017,251.92,278632
2020-11-19,252.26,253.25,245.68,248.7,314148
2020-11-20,247.65,248.76,241.24,247.21,359642
2020-11-23,249.68,258.8017,247.74,257.42,384155
2020-11-24,260.36,263.7978,257.0,259.49,275425
2020-11-25,260.3,267.42,256.61,264.49,259722
2020-11-27,263.89,266.06,257.51,260.17,142276
2020-11-30,259.45,260.29,252.85,254.59,360282
2020-12-01,258.5,265.77,256.26,264.45,536601
2020-12-02,264.2,269.35,260.9,269.19,356831
2020-12-03,271.0,281.05,269.82,280.06,549206
2020-12-04,280.05,289.12,276.85,288.62,494997
2020-12-07,285.96,289.61,281.66,289.0,350183
2020-12-08,291.94,299.145,287.1,295.16,418362
2020-12-09,296.93,301.94,293.9,297.26,328869
2020-12-10,295.96,301.77,288.71,291.64,304234
2020-12-11,288.48,293.775,287.42,291.91,279852
2020-12-14,293.77,299.89,293.695,294.9,395917
2020-12-15,295.83,304.38,295.29,304.27,277109
2020-12-16,307.74,307.81,295.87,300.19,305329
2020-12-17,301.94,303.05,296.96,300.96,269372
2020-12-18,302.43,302.43,291.62,294.72,512948
2020-12-21,290.07,300.285,288.26,300.02,304859
2020-12-22,298.55,301.3,291.595,293.96,272457
2020-12-23,296.44,297.02,291.8,295.55,261978
2020-12-24,296.83,296.95,291.89,292.74,73140
2020-12-28,294.05,295.105,290.0,290.93,219566
2020-12-29,291.5,292.93,282.01,287.45,241876
2020-12-30,287.13,289.17,285.325,286.0,204613
2020-12-31,286.84,289.44,283.64,286.78,218444
2021-01-04,289.73,290.17,279.36,283.45,498372
2021-01-05,283.14,295.03,283.14,293.98,272250
2021-01-06,295.29,314.255,295.29,312.37,485470
2021-01-07,313.26,317.8571,310.04,316.86,270204
2021-01-08,318.28,320.3,311.07,314.43,440118
2021-01-11,311.65,330.6,310.69,326.92,348753
2021-01-12,330.0,336.08,325.55,332.62,351720
2021-01-13,335.41,336.32,320.75,324.34,369427
2021-01-14,326.51,331.08,322.74,323.86,391421
2021-01-15,320.6,327.66,315.53,326.0,288596
2021-01-19,329.15,329.15,318.1,323.1,385294
2021-01-20,326.93,332.11,322.545,330.94,387649
2021-01-21,334.94,334.94,322.86,323.0,309425
2021-01-22,320.9,324.13,316.34,319.88,250450
2021-01-25,319.24,325.54,310.43,314.37,320050
2021-01-26,317.31,317.9164,302.13,304.23,304030
2021-01-27,298.04,299.03,276.7,278.61,825408
2021-01-28,284.42,292.965,279.61,290.65,681782
2021-01-29,289.48,296.43,285.81,291.98,331065
2021-02-01,294.17,299.96,291.885,299.34,254241
2021-02-02,306.0,316.49,304.5875,312.01,333129
2021-02-03,314.71,316.51,307.1121,309.57,217386
2021-02-04,311.91,324.6,311.44,316.88,395787
2021-02-05,321.03,331.62,310.0,316.73,505160
2021-02-08,317.74,322.05,314.17,320.2,348183
2021-02-09,319.78,326.5,319.78,325.5,292813
2021-02-10,328.96,329.365,319.145,320.81,329173
2021-02-11,324.88,324.88,315.56,319.44,300224
2021-02-12,317.74,323.45,316.44,323.32,219274
2021-02-16,326.57,326.99,318.39,323.81,379716
2021-02-17,321.05,325.95,317.34,323.66,274007
2021-02-18,321.75,325.29,318.23,323.23,243572
2021-02-19,322.43,331.5169,321.47,331.16,392758
2021-02-22,329.5,340.575,326.3,328.04,297289
2021-02-23,323.51,325.87,311.35,324.35,426662
2021-02-24,324.91,334.81,324.765,331.48,302467
2021-02-25,333.24,333.46,317.18,319.06,278430
2021-02-26,323.6,331.66,322.5912,326.11,466605
2021-03-01,330.99,338.017,329.69,331.53,360159
2021-03-02,332.03,334.75,325.0,325.69,225045
2021-03-03,326.62,331.56,320.05,320.97,314057
2021-03-04,318.39,323.08,304.58,310.4,335937
2021-03-05,315.34,317.09,303.28,316.39,366272
2021-03-08,317.87,329.41,316.075,316.97,363364
2021-03-09,322.73,326.8,318.56,322.63,345439
2021-03-10,326.43,328.16,314.63,315.94,285069
2021-03-11,319.82,327.7,314.04,327.14,358791
2021-03-12,325.99,332.32,324.1,328.26,205544
2021-03-15,328.5,343.85,328.5,343.35,227747
2021-03-16,345.0,345.0,334.7,338.7,172585
2021-03-17,338.04,344.13,332.85,344.13,215705
2021-03-18,342.39,343.51,328.88,330.96,206315
2021-03-19,334.26,342.42,327.52,338.7,575789
2021-03-22,342.15,342.28,329.35,332.8,393349
2021-03-23,331.28,336.335,314.33,318.63,372800
2021-03-24,321.24,323.815,311.07,311.73,328279
2021-03-25,307.12,323.43,305.07,321.75,199322
2021-03-26,323.39,333.94,321.795,333.84,208341
2021-03-29,333.65,335.77,318.64,320.33,295075
2021-03-30,320.77,327.64,319.5,325.68,207968
2021-03-31,329.64,333.05,327.025,330.42,163564
2021-04-01,334.6,335.91,328.12,330.52,279559
2021-04-05,333.75,333.75,325.0,331.0,264026
2021-04-06,333.45,347.295,332.83,338.97,301878
2021-04-07,339.26,341.8,335.345,339.32,187155
2021-04-08,342.55,342.55,334.43,336.58,160198
2021-04-09,336.33,343.35,336.28,342.4,130658
2021-04-12,341.16,348.23,338.815,345.94,245468
2021-04-13,345.33,345.98,334.705,335.8,158235
2021-04-14,334.68,340.42,331.78,336.14,154668
2021-04-15,339.28,340.0,332.57,339.53,157643
2021-04-16,342.78,345.0,339.18,341.06,150181
2021-04-19,339.15,339.49,333.105,337.26,197515
2021-04-20,334.82,335.79,322.765,327.85,193155
2021-04-21,327.81,335.19,325.58,332.97,170224
2021-04-22,333.0,340.27,332.11,334.62,161662
2021-04-23,338.01,346.68,335.52,343.77,232484
2021-04-26,345.52,349.5,336.75,338.98,249703
2021-04-27,341.7,349.67,340.76,346.69,239266
2021-04-28,346.34,351.77,343.58,349.58,232095
2021-04-29,352.38,353.7,348.57,351.34,201859
2021-04-30,348.81,352.9,337.38,338.2,228382
2021-05-03,339.93,348.36,339.21,346.61,216662
2021-05-04,344.41,350.22,339.83,349.83,188912
2021-05-05,353.2,353.5,342.645,344.74,136927
2021-05-06,346.13,346.13,335.74,340.42,227239
2021-05-07,341.65,345.29,339.53,341.29,160386
2021-05-10,339.45,340.535,326.145,330.01,369529
2021-05-11,325.96,329.23,320.035,323.67,349815
2021-05-12,320.62,327.21,313.13,314.02,238324
2021-05-13,317.19,329.97,317.19,323.33,236629
2021-05-14,325.82,335.84,322.37,335.75,237735
2021-05-17,335.45,341.77,332.485,341.24,236219
2021-05-18,340.73,342.24,332.34,332.52,270736
2021-05-19,326.07,326.54,318.34,323.16,280622
2021-05-20,323.0,323.16,306.0,311.22,598318
2021-05-21,332.7,345.21,324.0,335.76,1127886
2021-05-24,340.27,346.9,338.35,338.66,373126
2021-05-25,339.56,341.89,333.34,335.53,272354
2021-05-26,337.45,345.81,335.4082,342.23,237791
2021-05-27,343.2,348.57,339.11,339.11,369070
2021-05-28,338.45,340.22,330.17,335.44,261047
2021-06-01,338.72,341.99,335.995,341.84,240786
2021-06-02,343.19,343.19,323.26,330.96,486201
2021-06-03,327.73,332.59,321.01,328.84,290806
2021-06-04,331.07,332.2161,321.59,323.98,371072
2021-06-07,323.13,329.63,321.68,324.8,266474
2021-06-08,326.32,327.18,321.08,325.5,234637
2021-06-09,326.09,326.88,322.7,323.81,329178
2021-06-10,324.41,328.98,322.14,325.0,294277
2021-06-11,326.91,335.11,326.91,334.45,205139
2021-06-14,334.95,338.28,332.72,334.58,225175
2021-06-15,334.76,336.18,329.18,333.93,311871
2021-06-16,332.54,333.355,325.0,327.05,347511
2021-06-17,325.46,329.02,321.455,325.61,445723
2021-06-18,321.57,334.45,321.57,325.37,627951
2021-06-21,326.73,338.42,326.14,336.72,296825
2021-06-22,335.46,348.21,332.0758,348.15,313473
2021-06-23,350.61,353.68,347.1,352.2,316586
2021-06-24,355.25,357.0,347.22,355.88,339507
2021-06-25,361.64,384.63,360.0,380.66,4134001
2021-06-28,382.42,383.53,377.42,382.37,580837
2021-06-29,384.06,387.6,380.0,382.8,473768
2021-06-30,382.14,385.725,378.52,384.07,470974
2021-07-01,386.59,396.22,385.97,389.86,456351
2021-07-02,389.39,392.85,385.4,392.63,337765
2021-07-06,395.04,396.23,382.54,387.35,450163
2021-07-07,385.98,393.71,383.96,390.6,298513
2021-07-08,382.09,388.7068,376.91,383.72,306507
2021-07-09,387.68,391.48,383.72,390.0,197648
2021-07-12,390.0,395.67,386.62,393.94,328425
2021-07-13,389.58,393.11,387.59,389.01,221926
2021-07-14,391.3,393.0,385.73,385.93,250822
2021-07-15,384.69,385.92,377.23,380.86,451098
2021-07-16,383.35,384.89,373.82,374.79,189443
2021-07-19,368.37,382.83,368.37,374.83,246691
2021-07-20,377.7,388.96,374.32,385.85,228246
2021-07-21,387.51,392.65,385.25,387.0,196345
2021-07-22,394.0,396.73,387.77,396.67,273542
2021-07-23,400.0,411.115,399.2,405.92,382572
2021-07-26,405.46,414.55,403.69,410.9,309615
2021-07-27,410.34,410.34,393.0622,398.18,317974
2021-07-28,398.19,406.28,390.29,404.45,341773
2021-07-29,407.19,410.2,404.48,406.69,325992
2021-07-30,400.45,415.43,396.75,410.85,381860
2021-08-02,414.62,427.34,412.94,424.48,633140
2021-08-03,424.84,433.17,420.58,430.44,357481
2021-08-04,429.13,439.05,426.645,436.57,364186
2021-08-05,434.55,444.48,432.0,435.01,424832
2021-08-06,439.12,442.4,433.45,434.7,176452
2021-08-09,432.28,435.18,428.9,432.99,262257
2021-08-10,434.77,441.0,430.61,431.05,230834
2021-08-11,430.24,436.6,429.27,434.06,171768
2021-08-12,436.09,438.7654,430.07,430.17,275565
2021-08-13,430.57,435.0,428.25,434.45,261777
2021-08-16,432.94,434.885,428.21,434.29,327284
2021-08-17,432.34,439.72,416.15,422.09,528878
2021-08-18,420.27,430.97,420.27,428.14,345744
2021-08-19,421.56,429.94,421.12,427.63,277195
2021-08-20,430.0,434.94,428.02,434.54,216119
2021-08-23,435.07,438.26,432.57,433.5,130864
2021-08-24,436.0,440.0,435.04,435.23,216655
2021-08-25,438.33,438.98,431.32,431.83,187390
2021-08-26,429.47,429.47,421.29,423.12,223737
2021-08-27,424.39,428.78,421.6,423.35,287266
2021-08-30,424.0,427.1,418.41,421.68,350537
2021-08-31,420.5,422.95,415.38,418.45,265532
2021-09-01,421.43,422.96,414.77,416.31,274239
2021-09-02,416.41,418.09,404.0,406.64,411125
2021-09-03,403.91,410.42,399.63,410.1,277659
2021-09-07,410.1,416.4,403.65,408.33,380754
2021-09-08,408.61,408.61,398.25,401.28,265761
2021-09-09,404.17,415.95,403.25,406.77,284587
2021-09-10,409.12,419.0,406.93,415.9,260605
2021-09-13,415.52,419.55,410.23,418.83,536738
2021-09-14,420.36,438.5671,416.685,436.63,781101
2021-09-15,437.18,438.0,420.92,436.25,506537
2021-09-16,435.82,447.72,434.9,439.94,559452
2021-09-17,442.99,451.49,431.195,434.99,785337
2021-09-20,425.93,429.99,418.17,425.94,299450
2021-09-21,429.64,431.286,420.55,422.5,231838
2021-09-22,423.21,432.26,423.21,424.87,278424
2021-09-23,429.28,435.285,426.02,427.0,245533
2021-09-24,414.91,417.32,385.52,388.75,1069245
2021-09-27,385.0,390.9,379.875,382.49,592222
2021-09-28,378.17,381.92,370.67,375.47,408274
2021-09-29,377.12,378.825,366.48,372.31,449724
2021-09-30,373.34,378.2,359.0,360.2,817026
2021-10-01,360.73,372.26,352.0101,365.47,597355
2021-10-04,363.86,369.09,361.77,366.67,427342
2021-10-05,365.69,372.83,361.915,364.96,439568
2021-10-06,360.94,366.5,358.78,363.87,410670
2021-10-07,368.05,379.91,367.3989,376.12,434334
2021-10-08,375.2,376.06,359.25,359.84,309891
2021-10-11,358.26,360.16,330.39,330.7,1336344
2021-10-12,334.48,341.055,328.64,338.93,605130
2021-10-13,341.77,350.24,340.37,347.37,561016
2021-10-14,352.44,358.91,350.0,351.82,745425
2021-10-15,353.37,362.415,351.88,358.27,497401
2021-10-18,355.25,369.14,347.16,367.57,639546
2021-10-19,367.66,367.84,360.65,362.39,253965
2021-10-20,367.47,370.03,358.92,359.27,334407
2021-10-21,374.01,381.19,370.53,379.69,501216
2021-10-22,378.69,385.53,377.95,379.06,333295
2021-10-25,380.82,390.83,379.21,385.79,396728
2021-10-26,387.76,394.87,373.11,377.76,503248
2021-10-27,375.43,382.6,367.51,376.32,435595
2021-10-28,375.62,388.3,368.83,380.35,724663
2021-10-29,389.27,410.0,372.21,395.31,1204613
2021-11-01,395.48,411.51,395.37,411.27,641810
2021-11-02,408.78,410.327,393.72,395.57,603459
2021-11-03,398.45,414.04,396.2,408.21,567811
2021-11-04,407.38,418.12,405.07,416.1,502588
2021-11-05,418.54,424.82,417.0,423.41,417149
2021-11-08,421.97,426.015,410.11,417.67,443741
2021-11-09,417.38,425.81,417.38,425.19,278917
2021-11-10,420.74,426.43,417.24,422.66,324151
2021-11-11,427.0,431.15,421.815,423.33,424810
2021-11-12,425.65,434.57,424.5,427.35,275282
2021-11-15,431.03,432.35,417.26,417.69,313926
2021-11-16,416.56,439.67,416.56,428.7,461078
2021-11-17,429.11,437.4,424.74,436.85,265802
2021-11-18,441.14,444.55,435.72,438.3,249174
2021-11-19,439.52,444.07,432.84,434.5,256688
2021-11-22,436.4,448.065,428.4,431.06,484470
2021-11-23,426.0,434.64,417.96,425.9,280339
2021-11-24,416.0,428.76,415.0,426.04,386482
2021-11-26,413.42,424.26,408.22,414.53,205881
2021-11-29,419.62,420.645,408.46,415.2,242496
2021-11-30,415.6,417.08,396.1012,405.4,514618
2021-12-01,410.28,424.505,396.79,397.59,397853
2021-12-02,397.2,406.1,389.235,404.03,451078
2021-12-03,401.69,407.7,385.59,390.1,376855
2021-12-06,393.68,395.11,384.69,385.66,325482
2021-12-07,394.89,410.9014,392.275,405.01,383434
2021-12-08,404.54,408.17,398.875,405.67,198894
2021-12-09,402.49,409.22,393.16,394.87,199501
2021-12-10,395.05,395.8,385.89,389.83,196559
2021-12-13,389.9,389.9,371.1,378.34,386871
2021-12-14,372.84,374.56,362.18,372.26,462378
2021-12-15,375.36,378.98,364.19,378.63,385166
2021-12-16,378.81,381.33,354.36,356.35,427642
2021-12-17,350.42,360.03,349.85,356.1,449936
2021-12-20,348.91,348.94,333.63,339.04,392573
2021-12-21,348.22,353.28,346.27,350.92,437252
2021-12-22,350.77,356.485,346.68,347.89,324066
2021-12-23,351.78,359.0,345.25,356.53,529669
2021-12-27,358.45,361.51,355.0,358.57,236121
2021-12-28,362.73,366.53,358.81,359.03,149823
2021-12-29,360.0,370.665,360.0,365.86,181573
2021-12-30,364.57,373.1,364.57,367.91,216786
2021-12-31,367.5,372.88,364.05,366.31,153224
2022-01-03,367.24,372.91,365.26,367.94,247124
2022-01-04,366.53,373.41,357.84,358.21,257658
2022-01-05,353.12,360.4,341.65,342.2,377462
2022-01-06,339.91,350.63,333.82,348.83,278447
2022-01-07,346.86,354.83,337.03,338.1,239193
2022-01-10,329.17,331.795,316.34,331.71,564878
2022-01-11,335.05,340.84,323.995,339.38,391357
2022-01-12,342.96,350.095,337.47,341.17,282150
2022-01-13,342.99,345.8217,333.04,334.13,174409
2022-01-14,327.76,328.8,315.63,323.82,347018
2022-01-18,321.84,326.69,320.23,322.79,311188
2022-01-19,325.31,329.44,317.06,317.5,385369
2022-01-20,320.37,324.626,310.58,312.15,256181
2022-01-21,310.24,318.04,304.275,311.67,319753
2022-01-24,305.08,321.34,295.88,320.98,419630
2022-01-25,312.42,313.5604,304.75,307.14,331814
2022-01-26,316.9,319.91,295.56,298.87,411231
2022-01-27,301.3,307.4992,296.53,298.84,231975
2022-01-28,299.91,305.08,289.23,305.01,437785
2022-01-31,306.34,320.24,305.2,320.23,347798
2022-02-01,322.32,331.42,316.51,329.26,442727
2022-02-02,332.61,333.92,323.98,330.44,477781
2022-02-03,322.7,332.34,321.425,322.15,451358
2022-02-04,305.0,317.7,294.0,303.77,1062533
2022-02-07,303.08,306.27,294.0,296.17,568377
2022-02-08,294.0,302.26,290.24,300.13,626699
2022-02-09,307.27,313.805,304.445,309.4,432987
2022-02-10,298.0,319.0,298.0,306.17,351357
2022-02-11,306.6,309.74,300.8,304.11,613757
2022-02-14,302.05,309.41,298.73,301.07,549948
